"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155"
0.0990961,0.0153646,0.0960265,0.052435,0.0242526,0.810232,0.0272836,0.353489,0.135038,0.285246,0.28159,0.192091,0.211312,0.318175,0.0557472,0.12264,0.0861545,0.0458931,0.142217,0.0694258,0.239473,0.148621,0.0293063,0.019546,0.310982,0.384251,0.171599,0.175456,0.0310754,0.0104793,0.138358,0.140823,0.0701662,0.117433,0.257791,0.0648437,0.200974,0.0667473,0.15173,0.213671,0.284278,0.204626,0.306981,0.0631228,0.295903,0.0607308,0.106783,0.157054,0.0662823,0.107744,0.967421,0.544198,0.959203,0.810434,0.339211,0.391087,0.830609,0.305067,0.809814,0.754297,0.190335,0.831596,0.341663,0.530145,0.418022,0.806735,0.445722,0.948834,0.39281,0.43885,0.848887,0.896195,0.571496,0.955907,0.497782,0.36215,0.441634,0.435895,0.712309,0.351364,0.446344,0.745359,0.748733,0.232749,0.642811,0.661761,0.740647,0.575625,0.0840918,0.70472,0.370381,0.973786,0.91713,0.882592,0.690551,0.526353,0.785598,0.670443,0.614816,0.867572,0.836337,0.842822,0.417378,0.836844,0.922686,0.589014,0.659341,0.90848,0.858795,0.731914,0.451698,0.686429,0.557406,0.564176,0.321689,0.487473,0.909019,0.832962,0.74011,0.61876,0.995315,0.637068,0.645016,0.579269,0.852478,0.633269,0.862532,0.982595,0.399797,0.710757,0.398934,0.978461,0.960497,0.817956,0.429799,0.802202,0.49347,0.808239,0.667456,0.875947,0.934141,0.470389,0.916415,0.892434,0.958292,0.395906,0.680339,0.556492,0.585206,0.828577,0.826892,0.512144,0.355787,0.517156,0.871947
0.156305,0.0190057,0.0659091,0.244395,0.0383117,0.811324,0.0242004,0.372305,0.153635,0.283773,0.263042,0.252214,0.321807,0.378101,0.210285,0.194563,0.178907,0.0339724,0.00774645,0.124591,0.0513397,0.0119565,0.122554,0.0990864,0.297038,0.359636,0.207091,0.0319045,0.0532433,0.0302632,0.0938873,0.0436998,0.116682,0.136237,0.218886,0.0285633,0.112388,0.104718,0.244522,0.141709,0.185832,0.18621,0.557346,0.0222403,0.310925,0.134852,0.320344,0.134807,0.0404446,0.136639,0.918386,0.503283,0.960954,0.900213,0.468109,0.337169,0.954536,0.39036,0.642971,0.774725,0.180821,0.903915,0.508113,0.584347,0.429974,0.624172,0.450182,0.94124,0.446099,0.523776,0.625163,0.732539,0.621473,0.916829,0.535287,0.436997,0.494132,0.507048,0.815106,0.401894,0.453037,0.623643,0.598113,0.318445,0.859698,0.989238,0.653796,0.57427,0.165279,0.969907,0.523113,0.860126,0.996572,0.898637,0.679374,0.321575,0.790814,0.532333,0.584383,0.684028,0.711633,0.864959,0.433459,0.63347,0.841482,0.823182,0.869091,0.980935,0.891872,0.660754,0.44156,0.804664,0.556388,0.560433,0.418355,0.510051,0.939486,0.63302,0.972877,0.680705,0.977205,0.559081,0.980411,0.999529,0.987901,0.664043,0.791283,0.960773,0.457328,0.690185,0.436737,0.798256,0.923393,0.786123,0.459509,0.774242,0.451121,0.694452,0.6731,0.605871,0.625377,0.521872,0.985761,0.870676,0.823603,0.47488,0.700509,0.564622,0.607653,0.668663,0.9495,0.534249,0.247841,0.501637,0.59767
0.108874,0.142161,0.122179,0.0486454,0.165054,0.862735,0.215686,0.432473,0.0386672,0.30802,0.26084,0.035542,0.189321,0.376886,0.211952,0.210815,0.157035,0.0038297,0.034124,0.133181,0.164325,0.0533163,0.158333,0.26167,0.324236,0.388376,0.0647405,0.00929395,0.0681868,0.112813,0.218256,0.146677,0.0515056,0.00834174,0.219049,0.264365,0.184143,0.0558427,0.10857,0.1098,0.216663,0.0268152,0.500286,0.133897,0.279658,0.0260514,0.228849,0.0987068,0.0744335,0.251602,0.693658,0.543495,0.863119,0.907282,0.539913,0.559931,0.981832,0.336189,0.981556,0.714704,0.116521,0.768353,0.616744,0.548661,0.436909,0.810066,0.409928,0.557505,0.508162,0.485168,0.838725,0.717478,0.661163,0.982855,0.577971,0.508775,0.545418,0.529295,0.698624,0.134877,0.50366,0.841465,0.847451,0.267695,0.978131,0.963101,0.745878,0.559441,0.198278,0.922186,0.570718,0.972878,0.869474,0.83193,0.894665,0.543474,0.869195,0.588527,0.960489,0.819892,0.733037,0.699199,0.487659,0.74793,0.844468,0.731249,0.712553,0.926687,0.738278,0.648537,0.46484,0.866184,0.577758,0.556456,0.481491,0.497144,0.82269,0.844202,0.963194,0.680097,0.953138,0.602563,0.656623,0.942901,0.658296,0.653043,0.702941,0.99519,0.3989,0.859953,0.43269,0.998242,0.688503,0.930243,0.494927,0.783328,0.512924,0.805581,0.801403,0.614872,0.641539,0.547495,0.898053,0.981763,0.85275,0.462775,0.820921,0.570142,0.58673,0.724113,0.701035,0.598603,0.189914,0.546432,0.699577
0.0292231,0.055469,0.204415,0.0296507,0.0576689,0.767617,0.14875,0.374232,0.109079,0.261981,0.246309,0.221778,0.220381,0.394389,0.217116,0.0856902,0.0936169,0.0296324,0.0692664,0.045747,0.199068,0.0983167,0.17046,0.248615,0.303647,0.404317,0.132693,0.0466836,0.00895607,0.0176817,0.0639596,0.134788,0.0397071,0.0576437,0.093756,0.0311061,0.038239,0.0291754,0.161795,0.0442973,0.146856,0.163512,0.252947,0.0303451,0.202104,0.0434361,0.231127,0.186804,0.0239339,0.147755,0.76057,0.552794,0.936133,0.666437,0.528524,0.24054,0.644233,0.372193,0.878031,0.659963,0.204251,0.896294,0.615224,0.595926,0.409487,0.776966,0.45,0.853778,0.51554,0.502552,0.918271,0.831149,0.671927,0.665697,0.633604,0.460863,0.589414,0.549043,0.785824,0.206499,0.498255,0.893594,0.934228,0.239979,0.973791,0.861723,0.673504,0.569233,0.197411,0.940123,0.578658,0.814615,0.713587,0.714125,0.754873,0.562738,0.853432,0.580686,0.913677,0.815606,0.765005,0.866001,0.484555,0.85708,0.835157,0.594572,0.886535,0.629457,0.757332,0.812882,0.402759,0.800075,0.594406,0.617473,0.255621,0.492832,0.779037,0.89735,0.879572,0.628293,0.98714,0.676774,0.707904,0.970911,0.881292,0.997675,0.801963,0.931708,0.41735,0.845926,0.39706,0.691606,0.72932,0.733851,0.522148,0.781869,0.467151,0.671798,0.835671,0.635302,0.605583,0.556203,0.925414,0.983568,0.649795,0.454329,0.785114,0.599203,0.63889,0.872877,0.895114,0.559012,0.21116,0.548454,0.74373
0.0884823,0.123717,0.268947,0.0954748,0.018859,0.91258,0.107638,0.400651,0.247833,0.202546,0.249646,0.204483,0.172236,0.396268,0.0209593,0.27443,0.236177,0.0508139,0.0691251,0.111489,0.129576,0.146132,0.0471154,0.063438,0.309031,0.375891,0.0185203,0.0281128,0.0369356,0.0814757,0.0938548,0.286482,0.0624592,0.0351709,0.263766,0.077397,0.279804,0.0453952,0.2519,0.0372072,0.304517,0.236495,0.35097,0.16823,0.248961,0.0204637,0.123415,0.181483,0.190839,0.0887213,0.643947,0.535288,0.752931,0.871944,0.521203,0.310252,0.718374,0.365958,0.925606,0.853092,0.168229,0.988686,0.575002,0.551434,0.456794,0.735519,0.44902,0.966806,0.546103,0.459969,0.950654,0.800965,0.580927,0.619808,0.541151,0.465941,0.549584,0.531244,0.800236,0.252096,0.467488,0.968859,0.953551,0.292128,0.948024,0.649886,0.742852,0.550339,0.277695,0.752998,0.540929,0.744151,0.905394,0.736826,0.812387,0.557376,0.779346,0.575418,0.9982,0.89955,0.704818,0.795813,0.509679,0.920353,0.863045,0.656595,0.782248,0.618047,0.607984,0.799724,0.411355,0.915148,0.562851,0.650637,0.291195,0.490185,0.910909,0.802957,0.651308,0.631562,0.948184,0.584052,0.638084,0.993619,0.856157,0.932911,0.793328,0.999924,0.457542,0.75436,0.428125,0.61345,0.750069,0.847993,0.548194,0.797919,0.419307,0.78692,0.883162,0.62238,0.604438,0.561685,0.578432,0.695876,0.988441,0.500162,0.858423,0.598867,0.600501,0.84377,0.76634,0.603914,0.280962,0.554475,0.946266
0.050678,0.0521909,0.0171267,0.0686466,0.0324152,0.756497,0.149047,0.455325,0.058382,0.317718,0.281753,0.11368,0.167706,0.438527,0.120542,0.209558,0.0961875,0.0505463,0.029854,0.0272125,0.0716126,0.0195843,0.0833064,0.0491862,0.259284,0.406501,0.0334907,0.041155,0.0586292,0.0240865,0.0976256,0.117325,0.119663,0.186138,0.168511,0.148246,0.173591,0.00942558,0.0785276,0.0486555,0.169244,0.0389133,0.319575,0.0587487,0.23931,0.0963953,0.121616,0.180524,0.085213,0.0681414,0.71902,0.600588,0.941986,0.742267,0.578171,0.265126,0.832188,0.335711,0.953808,0.764817,0.163589,0.843989,0.635027,0.593366,0.403877,0.969448,0.491904,0.820953,0.526286,0.546169,0.728388,0.71848,0.731346,0.654255,0.599448,0.512887,0.600339,0.565407,0.771235,0.240035,0.510286,0.956445,0.941289,0.205059,0.922679,0.682669,0.875926,0.611044,0.138533,0.938996,0.588865,0.901779,0.977552,0.955456,0.803651,0.586761,0.867027,0.605842,0.751053,0.716217,0.748461,0.754389,0.307801,0.942414,0.791626,0.616418,0.962735,0.711115,0.662145,0.957055,0.422892,0.806227,0.641821,0.61107,0.336655,0.531868,0.76801,0.826682,0.750747,0.669884,0.984391,0.673422,0.685489,0.766031,0.653819,0.972204,0.776403,0.982218,0.409062,0.791717,0.449305,0.711582,0.818299,0.906231,0.492009,0.844741,0.52899,0.864902,0.759298,0.660573,0.642987,0.57838,0.711465,0.965296,0.888478,0.51097,0.875045,0.62687,0.619351,0.875027,0.691789,0.64634,0.252121,0.578953,0.976754
0.00433962,0.177926,0.102558,0.0232441,0.0753394,0.92734,0.0104766,0.423329,0.226644,0.347318,0.261554,0.238632,0.192586,0.380181,0.202118,0.199071,0.170299,0.012659,0.157893,0.10341,0.190894,0.175261,0.000286151,0.144038,0.321489,0.413871,0.0507352,0.0209134,0.0659544,0.129711,0.129011,0.26351,0.150572,0.204144,0.279226,0.0605546,0.168587,0.0767985,0.162501,0.183255,0.310696,0.259664,0.299526,0.0245786,0.331484,0.0190909,0.117811,0.127311,0.107581,0.149859,0.85798,0.511403,0.910578,0.668823,0.534671,0.251345,0.746092,0.354235,0.849715,0.757276,0.172432,0.912172,0.562296,0.533892,0.446583,0.817009,0.468504,0.992188,0.564784,0.416204,0.639147,0.860155,0.669236,0.717664,0.596823,0.393056,0.554555,0.583406,0.865868,0.296232,0.502868,0.936788,0.792231,0.31745,0.977778,0.846539,0.877912,0.590739,0.275752,0.639395,0.590508,0.908347,0.728677,0.943427,0.882569,0.538583,0.851704,0.600495,0.674492,0.759164,0.850401,0.773371,0.488336,0.702505,0.860845,0.662401,0.890936,0.631066,0.690192,0.814318,0.412095,0.970903,0.570177,0.567896,0.306304,0.525803,0.917991,0.855759,0.702075,0.666811,0.98136,0.6899,0.658016,0.71174,0.843966,0.670168,0.83837,0.591253,0.408679,0.808461,0.446581,0.795632,0.676078,0.73707,0.557169,0.919893,0.538841,0.743123,0.794018,0.675783,0.688801,0.61943,0.709139,0.962533,0.9333,0.530065,0.7856,0.593755,0.634848,0.796471,0.79444,0.652887,0.269595,0.56108,0.966434
0.178089,0.209166,0.18635,0.00761552,0.056291,0.923455,0.0152451,0.333193,0.221238,0.266968,0.215885,0.257053,0.253715,0.393109,0.0464069,0.153827,0.0495525,0.0148192,0.197775,0.131748,0.168097,0.196419,0.188836,0.016602,0.020387,0.404339,0.0126776,0.0353971,0.00863413,0.0285655,0.189056,0.175635,0.182774,0.105711,0.273322,0.0935833,0.272637,0.065862,0.287478,0.0502921,0.221789,0.293796,0.368268,0.00851016,0.255344,0.178365,0.0713598,0.310479,0.055292,0.148661,0.964078,0.52076,0.763313,0.763744,0.488959,0.252914,0.731943,0.28154,0.966247,0.844024,0.124923,0.835224,0.537539,0.615147,0.411115,0.778315,0.420085,0.937662,0.469257,0.461858,0.896048,0.910624,0.568215,0.636704,0.526653,0.449355,0.555731,0.520974,0.644328,0.278941,0.474262,0.675402,0.991971,0.30268,0.702725,0.759448,0.69586,0.573691,0.253792,0.98955,0.477426,0.62992,0.972021,0.845991,0.849629,0.457273,0.72642,0.568568,0.632396,0.812665,0.748936,0.764911,0.41855,0.690471,0.841369,0.595342,0.819571,0.916222,0.62993,0.753962,0.390216,0.655329,0.535862,0.605385,0.413492,0.424583,0.818185,0.752767,0.891755,0.908628,0.974041,0.652561,0.778631,0.552899,0.894415,0.940087,0.890792,0.614887,0.385644,0.73331,0.313761,0.508124,0.974055,0.684258,0.444416,0.924798,0.457692,0.76087,0.679891,0.586552,0.585196,0.55981,0.768277,0.982182,0.574071,0.433296,0.864513,0.620298,0.544604,0.795719,0.728899,0.57988,0.217929,0.484321,0.711282
0.0973642,0.130949,0.162409,0.0959888,0.063531,0.741726,0.0413024,0.425538,0.35443,0.235524,0.180111,0.215619,0.28303,0.422575,0.119724,0.197752,0.0936709,0.0669984,0.174635,0.0900965,0.244433,0.0684878,0.136173,0.103297,0.110211,0.360503,0.151771,0.0861983,0.060042,0.183829,0.202411,0.159264,0.0291471,0.180436,0.259635,0.059138,0.304534,0.0384933,0.157407,0.0138174,0.216633,0.183392,0.339171,0.00958306,0.292528,0.0389227,0.271766,0.261118,0.0394801,0.139316,0.573301,0.566776,0.842259,0.963183,0.490838,0.367166,0.610014,0.334592,0.776486,0.85919,0.276289,0.832221,0.341987,0.508236,0.412449,0.975385,0.486824,0.965034,0.422228,0.498622,0.916146,0.75444,0.603089,0.588758,0.580819,0.410981,0.425734,0.46046,0.775847,0.333716,0.423294,0.883624,0.96003,0.306933,0.667116,0.618758,0.722154,0.530482,0.212595,0.955319,0.538997,0.619597,0.755125,0.921458,0.958802,0.214976,0.981679,0.561602,0.870313,0.857127,0.825339,0.710998,0.465062,0.867765,0.809426,0.658416,0.912628,0.901261,0.719689,0.677351,0.423758,0.980372,0.508786,0.683671,0.359447,0.458905,0.995171,0.91264,0.716931,0.954234,0.975811,0.604441,0.883346,0.599083,0.630052,0.616375,0.714403,0.542437,0.480703,0.756807,0.445593,0.582095,0.952341,0.915961,0.48526,0.832145,0.457521,0.863206,0.623734,0.58074,0.582618,0.488542,0.70583,0.908668,0.621171,0.489908,0.767757,0.566962,0.873038,0.862361,0.872277,0.562696,0.278698,0.469487,0.846522
0.0369884,0.00932407,0.00950726,0.0532185,0.151088,0.983986,0.0798191,0.399607,0.169714,0.105695,0.232554,0.185117,0.287868,0.475178,0.169006,0.174699,0.150099,0.074246,0.106877,0.180747,0.0556286,0.167787,0.145228,0.124323,0.28296,0.344263,0.147626,0.0582589,0.0913698,0.0858483,0.129938,0.182453,0.0383055,0.0764481,0.2697,0.151718,0.293638,0.0593889,0.278878,0.138645,0.218193,0.228402,0.386212,0.136293,0.413365,0.0769444,0.208887,0.118056,0.044023,0.156638,0.996331,0.493768,0.974034,0.790041,0.56105,0.333868,0.635009,0.457304,0.834137,0.6998,0.181608,0.900512,0.540214,0.559388,0.516069,0.930782,0.424538,0.806743,0.569764,0.551839,0.854054,0.74353,0.633312,0.95836,0.626207,0.469799,0.536828,0.570802,0.714743,0.448829,0.528907,0.999268,0.925638,0.230792,0.736164,0.783548,0.765825,0.674542,0.0833779,0.836468,0.585126,0.972376,0.797016,0.723281,0.745701,0.367079,0.830064,0.629251,0.878203,0.796921,0.841909,0.929718,0.392758,0.985767,0.831103,0.676673,0.852009,0.707471,0.7142,0.812183,0.462352,0.751476,0.621105,0.628669,0.415142,0.497672,0.868919,0.932038,0.954893,0.925902,0.849395,0.643847,0.915361,0.710231,0.964505,0.744226,0.739612,0.597725,0.5203,0.846616,0.45133,0.8419,0.662801,0.801058,0.525331,0.973965,0.491139,0.982041,0.861312,0.639936,0.69843,0.559586,0.662245,0.697238,0.684317,0.517317,0.764471,0.59219,0.631261,0.896343,0.919397,0.605965,0.28373,0.499764,0.854435
0.011834,0.174101,0.167626,0.0183622,0.0309173,0.693845,0.00304883,0.405498,0.268844,0.268123,0.231289,0.119394,0.265316,0.356525,0.204353,0.0977924,0.0932576,0.0987355,0.201197,0.103945,0.176587,0.071089,0.117501,0.09795,0.306099,0.406431,0.0229297,0.201195,0.000242005,0.133669,0.211209,0.249866,0.0716602,0.142837,0.250708,0.148542,0.253164,0.05154,0.0277,0.113418,0.0915519,0.225774,0.348465,0.131888,0.312528,0.11738,0.225734,0.206983,0.120561,0.0998922,0.946117,0.505062,0.839229,0.96677,0.518011,0.360699,0.670781,0.329086,0.709181,0.859977,0.14756,0.983191,0.541506,0.563722,0.436623,0.760423,0.451668,0.6119,0.508184,0.48996,0.886987,0.680635,0.620816,0.992007,0.531343,0.440409,0.574039,0.597775,0.950861,0.246706,0.472326,0.661054,0.984682,0.216225,0.631422,0.826163,0.759177,0.959676,0.0519719,0.645588,0.513343,0.703017,0.81943,0.673764,0.68835,0.47906,0.927983,0.572353,0.904588,0.864515,0.940503,0.835476,0.473597,0.840512,0.846596,0.607271,0.979624,0.712127,0.607102,0.625538,0.401799,0.779291,0.520249,0.885903,0.462691,0.357843,0.893095,0.887964,0.86869,0.981089,0.594777,0.628682,0.690592,0.754842,0.811217,0.784193,0.742383,0.621325,0.390348,0.830916,0.427358,0.984184,0.891797,0.905048,0.439555,0.910604,0.491933,0.856889,0.864363,0.925007,0.632106,0.566876,0.940808,0.654313,0.759603,0.460027,0.833006,0.590865,0.578395,0.8918,0.842951,0.635619,0.369696,0.472744,0.972308
0.110782,0.105924,0.252959,0.0871886,0.225559,0.759758,0.224445,0.387133,0.303772,0.324495,0.20303,0.362276,0.271507,0.396755,0.0940215,0.057816,0.0764966,0.0516088,0.130156,0.132958,0.230839,0.0841551,0.045022,0.0678988,0.316733,0.413995,0.16605,0.0662349,0.0834666,0.225077,0.258056,0.213257,0.0170012,0.123247,0.230354,0.149499,0.31181,0.0778762,0.214358,0.00804913,0.211048,0.0103491,0.370503,0.119012,0.305085,0.0577325,0.133359,0.0413511,0.177903,0.112662,0.860184,0.57752,0.887759,0.740477,0.354167,0.509571,0.9292,0.410033,0.710509,0.786694,0.230568,0.855646,0.588822,0.56848,0.494885,0.96672,0.478264,0.902636,0.558427,0.492439,0.73517,0.834429,0.624252,0.616012,0.579832,0.478799,0.460451,0.51911,0.945692,0.27812,0.553572,0.859354,0.833879,0.38876,0.907592,0.848386,0.984004,0.944723,0.307878,0.842796,0.543377,0.613619,0.861405,0.905708,0.890996,0.548393,0.756213,0.611671,0.625613,0.744095,0.764195,0.877872,0.372426,0.782762,0.76718,0.652655,0.800611,0.677113,0.781707,0.852437,0.480846,0.687879,0.566114,0.98724,0.394794,0.516516,0.817131,0.780581,0.704021,0.846749,0.601266,0.915832,0.755644,0.681165,0.751982,0.74661,0.724588,0.584501,0.479567,0.787074,0.436217,0.612886,0.856739,0.904,0.485605,0.84469,0.443068,0.813374,0.939579,0.950353,0.988984,0.530126,0.921629,0.684916,0.712377,0.42979,0.73888,0.601495,0.640422,0.770455,0.878548,0.836822,0.276761,0.549161,0.909486
0.049943,0.291635,0.111331,0.00323882,0.0314785,0.738923,0.233866,0.435592,0.177018,0.221362,0.0995479,0.052614,0.241306,0.38465,0.148833,0.135107,0.0952617,0.206502,0.185848,0.103159,0.186603,0.134024,0.108876,0.155612,0.394449,0.445635,0.0735883,0.0560209,0.0384751,0.036613,0.124169,0.263546,0.157426,0.0244107,0.331095,0.0102718,0.340353,0.0200874,0.281969,0.208914,0.283517,0.268187,0.591469,0.0699674,0.215824,0.150302,0.203034,0.186521,0.0337364,0.260532,0.896184,0.611515,0.782601,0.805674,0.565071,0.29321,0.679015,0.445553,0.891655,0.819216,0.18599,0.708903,0.575723,0.599173,0.492774,0.775181,0.480061,0.673616,0.558215,0.539168,0.744692,0.781606,0.646061,0.675484,0.653196,0.485068,0.565649,0.569812,0.713157,0.343837,0.554728,0.828849,0.779947,0.16602,0.712809,0.95498,0.941641,0.967071,0.090867,0.849838,0.571772,0.8366,0.962436,0.924387,0.777388,0.625909,0.780197,0.64691,0.705638,0.775668,0.856743,0.731648,0.439097,0.785059,0.814629,0.697803,0.924515,0.927417,0.759565,0.770095,0.422882,0.758135,0.602363,0.928393,0.461558,0.550281,0.795748,0.723345,0.894571,0.666908,0.694204,0.809732,0.929835,0.92891,0.809189,0.721009,0.860479,0.671242,0.5076,0.880508,0.492861,0.728952,0.874529,0.740851,0.399153,0.692282,0.527466,0.885936,0.858148,0.899543,0.901676,0.61811,0.860974,0.680724,0.767368,0.532163,0.920141,0.635473,0.636681,0.765179,0.764337,0.985952,0.331956,0.553951,0.944132
0.244869,0.0199017,0.160939,0.169812,0.111425,0.809921,0.138136,0.417913,0.262486,0.239539,0.0304535,0.263355,0.266197,0.396961,0.235172,0.117524,0.0679102,0.163197,0.223771,0.159626,0.172052,0.158265,0.0536542,0.113547,0.218922,0.344162,0.0773684,0.0973778,0.0781778,0.104786,0.219575,0.215464,0.0631971,0.115104,0.216248,0.164201,0.176483,0.251534,0.200872,0.0306286,0.278792,0.265739,0.384647,0.0893079,0.312717,0.0985709,0.0433407,0.106808,0.10081,0.158367,0.712336,0.559744,0.696794,0.958867,0.505007,0.39053,0.920556,0.362096,0.622874,0.895301,0.125853,0.608418,0.594837,0.516636,0.468791,0.647853,0.422962,0.618917,0.521668,0.546779,0.725959,0.80362,0.592482,0.577209,0.597912,0.428702,0.517941,0.532888,0.773018,0.267758,0.485209,0.59196,0.80763,0.310428,0.589273,0.958012,0.853709,0.929473,0.273786,0.627107,0.533904,0.918657,0.763614,0.622031,0.866175,0.319313,0.821603,0.616269,0.582806,0.791868,0.878197,0.921033,0.441285,0.749486,0.785939,0.542243,0.761988,0.647113,0.72638,0.600032,0.417918,0.675357,0.500018,0.87093,0.362821,0.5474,0.882915,0.752383,0.946558,0.593938,0.582952,0.53259,0.623511,0.532056,0.732125,0.696928,0.699097,0.590766,0.489129,0.695573,0.412481,0.545752,0.659676,0.809135,0.389733,0.878376,0.40925,0.656508,0.894407,0.969308,0.935206,0.536329,0.835483,0.618035,0.601608,0.477632,0.698754,0.557333,0.510998,0.820007,0.736406,0.961882,0.266142,0.546568,0.893862
0.246042,0.0413874,0.182839,0.124824,0.0818097,0.956135,0.125236,0.44268,0.0985672,0.295398,0.211377,0.231838,0.240101,0.398636,0.0510891,0.00373036,0.0990346,0.0668719,0.0652093,0.165801,0.130436,0.0190175,0.0603732,0.102332,0.40398,0.443555,0.197012,0.205072,0.269101,0.2125,0.217341,0.21107,0.110707,0.0591943,0.254199,0.0922087,0.237813,0.14872,0.232305,0.175425,0.0567496,0.107863,0.509603,0.0333755,0.256812,0.124359,0.191241,0.264824,0.0370187,0.0109036,0.689973,0.540271,0.731191,0.719614,0.5061,0.340792,0.754081,0.34448,0.964553,0.792927,0.141463,0.873574,0.503568,0.4754,0.474092,0.67959,0.512859,0.951831,0.501581,0.559247,0.702488,0.807125,0.570762,0.747808,0.534442,0.480919,0.538729,0.495316,0.966236,0.368961,0.495766,0.745364,0.915012,0.090706,0.621518,0.900008,0.769817,0.919873,0.159941,0.872616,0.482085,0.652869,0.752634,0.763947,0.630502,0.503093,0.947745,0.545233,0.621544,0.759177,0.784939,0.851415,0.499211,0.84992,0.745998,0.586015,0.711962,0.765418,0.784491,0.993386,0.417816,0.778699,0.553545,0.922106,0.399813,0.49792,0.718105,0.769287,0.828194,0.655651,0.619762,0.946173,0.945371,0.589752,0.856784,0.820535,0.986809,0.659191,0.48873,0.800923,0.425922,0.92081,0.886248,0.932487,0.454866,0.749453,0.482596,0.78022,0.654793,0.848881,0.584428,0.483874,0.777944,0.851804,0.72543,0.460714,0.942615,0.940443,0.59918,0.791232,0.776708,0.924561,0.288333,0.535393,0.625692
0.0901943,0.157225,0.140644,0.147093,0.0435678,0.832302,0.252122,0.375957,0.247787,0.205884,0.229963,0.244622,0.268038,0.427296,0.133559,0.15731,0.136993,0.183679,0.107425,0.0114761,0.175967,0.107445,0.161238,0.10693,0.278361,0.305441,0.0235874,0.0976719,0.301085,0.100789,0.0298287,0.140217,0.0850306,0.058343,0.301561,0.196743,0.214915,0.165761,0.0704594,0.0820129,0.267461,0.0282287,0.37357,0.0327092,0.322367,0.20861,0.101065,0.152592,0.0173791,0.199067,0.713964,0.511875,0.887153,0.639732,0.510513,0.2889,0.917282,0.348321,0.660549,0.637523,0.219609,0.727421,0.49953,0.564124,0.465858,0.61346,0.396278,0.936289,0.529145,0.507659,0.854685,0.903374,0.81011,0.98617,0.511621,0.463305,0.480463,0.518564,0.814312,0.348341,0.476948,0.862152,0.906798,0.233938,0.725821,0.971331,0.956853,0.926366,0.234167,0.883204,0.49241,0.987111,0.907926,0.970332,0.791848,0.396783,0.78863,0.516872,0.651872,0.787813,0.738729,0.688714,0.36649,0.752124,0.844192,0.605466,0.706988,0.730246,0.976406,0.826121,0.431575,0.792231,0.508454,0.953197,0.353896,0.41386,0.709054,0.838884,0.618392,0.643897,0.552754,0.681368,0.976795,0.573434,0.64916,0.677767,0.927859,0.636658,0.45399,0.972592,0.407693,0.963983,0.955518,0.890812,0.446247,0.711485,0.398374,0.68986,0.654264,0.953498,0.741404,0.531432,0.842338,0.958908,0.804395,0.431226,0.878396,0.996074,0.592798,0.77988,0.802897,0.979078,0.304321,0.458462,0.639075
0.230533,0.132832,0.223833,0.0855587,0.246187,0.862961,0.116344,0.45397,0.217048,0.377166,0.197874,0.243666,0.300776,0.532862,0.152948,0.251976,0.06691,0.106883,0.225034,0.156719,0.320127,0.263718,0.153282,0.00754366,0.403729,0.455486,0.270479,0.237479,0.0589158,0.23359,0.0428946,0.155239,0.143194,0.176931,0.255774,0.117737,0.287899,0.302704,0.250067,0.0863331,0.123402,0.175617,0.393304,0.0412725,0.395748,0.272873,0.0992738,0.290036,0.183823,0.186216,0.68825,0.646304,0.703794,0.956293,0.459619,0.401038,0.87558,0.454375,0.801926,0.929448,0.216129,0.725766,0.637985,0.632322,0.510528,0.782078,0.503983,0.715142,0.545048,0.507666,0.814674,0.899516,0.688083,0.66807,0.618143,0.494352,0.337527,0.589361,0.897549,0.354528,0.542423,0.892276,0.971139,0.273086,0.641765,0.711781,0.742654,0.987874,0.0621375,0.932623,0.341068,0.906465,0.865481,0.96458,0.817944,0.614285,0.911394,0.630252,0.659443,0.6862,0.996327,0.937639,0.540602,0.901369,0.755537,0.658287,0.70469,0.730353,0.755823,0.810096,0.491516,0.693974,0.605659,0.932275,0.382592,0.493571,0.853502,0.9282,0.717462,0.696155,0.692861,0.780421,0.695423,0.687049,0.883384,0.696989,0.938882,0.886408,0.543885,0.808102,0.499673,0.846226,0.95919,0.840729,0.467512,0.734475,0.510187,0.81251,0.925562,0.951374,0.64371,0.595078,0.940736,0.65881,0.747761,0.581544,0.82906,0.993115,0.669576,0.874891,0.892829,0.627491,0.341032,0.557396,0.893428
